term	Df	SumOfSqs	F	parOmegaSq	Pr(>F)	R2	test_var	ref_level	test_level	n	outcome_subset	dataset
Total_Reads_QC_ATLAS	1	0.103390225903901	1.9359908650091824	9.89486470594345e-4	0.052	0.00203638422117754	Snus	Non snuser	Missing	945	all	ko_hum
Snus	1	0.05979348426364339	1.06448399136501	1.5064083514648838e-4	0.342	0.00245909009398563	Snus	Non snuser	Snuser	428	negative	ko_hum
kjonn	1	0.07765960077031409	1.3825486641871765	8.930071156728182e-4	0.151	0.00319385895150579	Snus	Non snuser	Snuser	428	negative	ko_hum
age_invitation	2	0.09676321882612272	0.8613220876976596	-6.484478396961983e-4	0.594	0.00397952177913412	Snus	Non snuser	Snuser	428	negative	ko_hum
senter	1	0.32778431264980057	5.835437719230767	0.01117153841356074	0.001	0.0134805851528395	Snus	Non snuser	Snuser	428	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.08942352165878731	1.5919779291928675	0.00138121560756479	0.116	0.00367766653822749	Snus	Non snuser	Snuser	428	negative	ko_hum
Snus	1	0.03954198478149351	0.6970854147797386	-7.304478277615246e-4	0.711	0.00166218071084137	Snus	Non snuser	Missing	415	negative	ko_hum
kjonn	1	0.08659352741528892	1.5265567803207123	0.00126720367622397	0.126	0.00364003202542254	Snus	Non snuser	Missing	415	negative	ko_hum
age_invitation	2	0.0939364980073627	0.8280029826305707	-8.295889358652571e-4	0.643	0.00394869999304901	Snus	Non snuser	Missing	415	negative	ko_hum
senter	1	0.3286124422764125	5.793106792485693	0.01141778346268807	0.001	0.01381350141912876	Snus	Non snuser	Missing	415	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.08870892880663206	1.5638491788803373	0.00135682923332829	0.121	0.00372895470868712	Snus	Non snuser	Missing	415	negative	ko_hum
Snus	1	0.03643133811803878	0.7104022249287599	-5.336138277136155e-4	0.713	0.00130595848286928	Snus	Non snuser	Snuser	543	positive	ko_hum
kjonn	1	0.04668168875929268	0.9102815672206406	-1.652546209299425e-4	0.456	0.0016734040136636	Snus	Non snuser	Snuser	543	positive	ko_hum
age_invitation	2	0.21399100266010507	2.0863862303372698	0.00398547500981676	0.013	0.00767096076120498	Snus	Non snuser	Snuser	543	positive	ko_hum
senter	1	0.04453169056210981	0.8683571257432834	-2.424950220965348e-4	0.507	0.00159633277420851	Snus	Non snuser	Snuser	543	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.0540538890629314	1.054037678548658	9.950700077594242e-5	0.34	0.0019376761491738	Snus	Non snuser	Snuser	543	positive	ko_hum
Snus	1	0.02790220011478794	0.5515552061980025	-8.46838781593949e-4	0.903	0.00104018830911854	Snus	Non snuser	Missing	530	positive	ko_hum
kjonn	1	0.04876659318204446	0.9639909486507192	-6.794622269491123e-5	0.396	0.00181800861203838	Snus	Non snuser	Missing	530	positive	ko_hum
age_invitation	2	0.1884904365863029	1.8629871692915412	0.00324598462719454	0.022	0.00702688489477965	Snus	Non snuser	Missing	530	positive	ko_hum
senter	1	0.04077042233105388	0.8059270811288484	-3.6630945210515425e-4	0.618	0.00151991299940937	Snus	Non snuser	Missing	530	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.05487669308227083	1.0847720123838849	1.5992161416382756e-4	0.304	0.00204579188567325	Snus	Non snuser	Missing	530	positive	ko_hum
Utdanning	1	0.07158142115354593	1.33100465108809	5.616616951691867e-4	0.2	0.00224969224793704	Utdanning	Primary school	High school	589	all	ko_hum
kjonn	1	0.07646006215031775	1.421719444857879	7.154799881739548e-4	0.149	0.00240302031343273	Utdanning	Primary school	High school	589	all	ko_hum
age_invitation	2	0.20500776978695967	1.905985454733618	0.00306691637726631	0.024	0.00644307395723922	Utdanning	Primary school	High school	589	all	ko_hum
senter	1	0.0670592886226089	1.246918873877787	4.19041434021715e-4	0.215	0.00210756868661279	Utdanning	Primary school	High school	589	all	ko_hum
Total_Reads_QC_ATLAS	1	0.10032956170795516	1.8655554908370624	0.00146737757914482	0.07	0.00315320139745684	Utdanning	Primary school	High school	589	all	ko_hum
Utdanning	1	0.13828058042735591	2.60246388469626	0.00259886065748176	0.006	0.00418745928595293	Utdanning	Primary school	University/college	615	all	ko_hum
kjonn	1	0.08830196574875515	1.6618579130823474	0.00107503478504557	0.091	0.00267398997964701	Utdanning	Primary school	University/college	615	all	ko_hum
age_invitation	2	0.17127353137228596	1.6116983976463952	0.00198531377038772	0.065	0.00518656298061753	Utdanning	Primary school	University/college	615	all	ko_hum
senter	1	0.201405844997538	3.790492028258316	0.00451689053856574	0.002	0.00609903988885262	Utdanning	Primary school	University/college	615	all	ko_hum
Total_Reads_QC_ATLAS	1	0.06710535136667062	1.2629340494658812	4.273523316857926e-4	0.203	0.00203210693684584	Utdanning	Primary school	University/college	615	all	ko_hum
Utdanning	1	0.07420592049572328	1.41237866305864	0.0020273036762513	0.135	0.00689350887918898	Utdanning	Primary school	Missing	203	all	ko_hum
kjonn	1	0.07465002957624556	1.4208314951940009	0.00206877285920416	0.139	0.00693476528931713	Utdanning	Primary school	Missing	203	all	ko_hum
age_invitation	2	0.1912287312102805	1.8198506124638805	0.00801262519009202	0.033	0.01776457926467048	Utdanning	Primary school	Missing	203	all	ko_hum
senter	1	0.05052583001608646	0.9616699553260188	-1.8885361301184615e-4	0.448	0.00469369904068987	Utdanning	Primary school	Missing	203	all	ko_hum
Total_Reads_QC_ATLAS	1	0.0902237717250074	1.7172501767216553	0.00352081218502336	0.098	0.00838151952492933	Utdanning	Primary school	Missing	203	all	ko_hum
Utdanning	1	0.04096829987824968	0.7203584418777427	-0.00108086414152475	0.722	0.00278425878144482	Utdanning	Primary school	High school	259	negative	ko_hum
kjonn	1	0.0786947247224834	1.3837139801640204	0.0014793295009777	0.179	0.00534819553198698	Utdanning	Primary school	High school	259	negative	ko_hum
age_invitation	2	0.09431458240361223	0.8291814137823912	-0.00132080466566229	0.657	0.0064097413135509	Utdanning	Primary school	High school	259	negative	ko_hum
senter	1	0.08033434744228352	1.412543979729846	0.00159030081352612	0.16	0.00545962641804832	Utdanning	Primary school	High school	259	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.09215900302951674	1.620460600626349	0.00238987558681209	0.106	0.00626324534424627	Utdanning	Primary school	High school	259	negative	ko_hum
Utdanning	1	0.07679154832288937	1.395120790485121	0.00145054283402172	0.14	0.00504900599096991	Utdanning	Primary school	University/college	272	negative	ko_hum
kjonn	1	0.06154378358809431	1.1181049722795424	4.340210008869995e-4	0.295	0.00404647306675834	Utdanning	Primary school	University/college	272	negative	ko_hum
age_invitation	2	0.12939368320706102	1.175388578184251	0.00128796091581227	0.24	0.00850757011642882	Utdanning	Primary school	University/college	272	negative	ko_hum
senter	1	0.27301011688483356	4.959948046330434	0.01434972021978205	0.001	0.01795027898058476	Utdanning	Primary school	University/college	272	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.04904651395329829	0.891059144026521	-4.006783316687538e-4	0.495	0.00322478382315126	Utdanning	Primary school	University/college	272	negative	ko_hum
Utdanning	1	0.02398462719845273	0.4429342512466911	-0.00583663686708199	0.968	0.00472586184457391	Utdanning	Primary school	Missing	96	negative	ko_hum
kjonn	1	0.05412118159737211	0.9994787431578122	-5.429788255230761e-6	0.354	0.0106638817013081	Utdanning	Primary school	Missing	96	negative	ko_hum
age_invitation	2	0.07221321266089564	0.6667959650866557	-0.00699027547723992	0.874	0.01422868337975435	Utdanning	Primary school	Missing	96	negative	ko_hum
senter	1	0.05537999842716434	1.0227258457851451	2.3667153358719977e-4	0.361	0.0109119153428569	Utdanning	Primary school	Missing	96	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.05157274374962739	0.9524156639362866	-4.95915978086188e-4	0.436	0.01016174484972085	Utdanning	Primary school	Missing	96	negative	ko_hum
Utdanning	1	0.06676757993658455	1.3023147833063324	9.152669229843726e-4	0.16	0.00392844780347008	Utdanning	Primary school	High school	330	positive	ko_hum
kjonn	1	0.03760479784695292	0.7334889808174485	-8.082619087503604e-4	0.69	0.00221257810515388	Utdanning	Primary school	High school	330	positive	ko_hum
age_invitation	2	0.2624062819810824	2.559143079478035	0.00936089758059123	0.003	0.01543937017103853	Utdanning	Primary school	High school	330	positive	ko_hum
senter	1	0.03127335909979578	0.6099930223320157	-0.00118323772314014	0.834	0.00184005109934209	Utdanning	Primary school	High school	330	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.05236199829973387	1.0213310791550725	6.463545579105666e-5	0.352	0.00308085716752453	Utdanning	Primary school	High school	330	positive	ko_hum
Utdanning	1	0.11067025053486644	2.1512772222612897	0.00334526499960587	0.03	0.00624860971185317	Utdanning	Primary school	University/college	343	positive	ko_hum
kjonn	1	0.05391263771597465	1.0479874126051751	1.3988542234896615e-4	0.342	0.0030439890575428602	Utdanning	Primary school	University/college	343	positive	ko_hum
age_invitation	2	0.15035285620405858	1.4613262068644894	0.00268273231569246	0.1	0.00848914963995277	Utdanning	Primary school	University/college	343	positive	ko_hum
senter	1	0.04465001174660799	0.8679347230167783	-3.851782672238206e-4	0.508	0.00252100718744026	Utdanning	Primary school	University/college	343	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.06528768782866123	1.2691027176780036	7.839409825920958e-4	0.234	0.003686241589397	Utdanning	Primary school	University/college	343	positive	ko_hum
Utdanning	1	0.11315376895611172	2.22376764680093	0.01130775312494034	0.042	0.02001410937098089	Utdanning	Primary school	Missing	107	positive	ko_hum
kjonn	1	0.05185044335365063	1.0189968877382656	1.775094916857904e-4	0.367	0.00917106388755212	Utdanning	Primary school	Missing	107	positive	ko_hum
age_invitation	2	0.24964413355740425	2.4530802311760778	0.02644219805447254	0.003	0.04415588662167828	Utdanning	Primary school	Missing	107	positive	ko_hum
senter	1	0.04026578888095411	0.7913281140561251	-0.00195401527098724	0.592	0.00712202439217747	Utdanning	Primary school	Missing	107	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.10449482249352916	2.05359669114906	0.00975068598744166	0.041	0.01848255542330095	Utdanning	Primary school	Missing	107	positive	ko_hum
Sivilstatus_cat2	1	0.11110601759325787	2.0714699692927705	0.00105660202561976	0.04	0.00202792937617156	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	ko_hum
kjonn	1	0.0993090688307845	1.851526660909517	8.398928625318493e-4	0.055	0.0018126090950308	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	ko_hum
age_invitation	2	0.2237519370660621	2.085824999597319	0.00213919488314745	0.016	0.00408396535111787	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	ko_hum
senter	1	0.2781591545673976	5.186022754227444	0.00411529716353453	0.002	0.00507701682606705	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	ko_hum
Total_Reads_QC_ATLAS	1	0.0980149287673484	1.8273986043421364	8.161138725202654e-4	0.07	0.0017889881903456	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	1013	all	ko_hum
Sivilstatus_cat2	1	0.02663169637857976	0.49732361015874904	-6.186806715962036e-4	0.865	6.075259883041995e-4	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	ko_hum
kjonn	1	0.0729656196290307	1.3625690551416088	4.4576560188009913e-4	0.156	0.001664501935859	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	ko_hum
age_invitation	2	0.1941062999248544	1.8123825921736785	0.00199449520047389	0.03	0.00442798010391733	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	ko_hum
senter	1	0.2551473188589952	4.764652763139076	0.0046092258650067	0.002	0.00582045637834972	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	ko_hum
Total_Reads_QC_ATLAS	1	0.10578950365934504	1.9755263475849745	0.00119847134957765	0.057	0.00241328497626412	Sivilstatus_cat2	Married/cohabiting	Missing	813	all	ko_hum
Sivilstatus_cat2	1	0.09773641848578762	1.7358325084211297	0.00165453839028632	0.081	0.0038594017713982102	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	ko_hum
kjonn	1	0.07420663363444291	1.31793541239588	7.155583582300961e-4	0.184	0.00293026097881736	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	ko_hum
age_invitation	2	0.1056587684266468	0.938268088171164	-2.7814902026860526e-4	0.508	0.00417223839738768	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	ko_hum
senter	1	0.3377912147436781	5.9992885016182935	0.01113429047583062	0.001	0.0133386513721503	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.09108957666024864	1.6177823046398074	0.00138946827865854	0.103	0.00359693222818061	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	444	negative	ko_hum
Sivilstatus_cat2	1	0.01970631659667532	0.3535284348837702	-0.00173152659846625	0.941	9.346756648398076e-4	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	ko_hum
kjonn	1	0.07221802640365738	1.2955808214908704	7.896989348421904e-4	0.201	0.00342531956751599	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	ko_hum
age_invitation	2	0.12643344360431286	1.1340987346650866	7.165916611233065e-4	0.245	0.0059967707500845	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	ko_hum
senter	1	0.31325847838505183	5.619811243478287	0.01220171556344534	0.001	0.01485793020298134	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.08022096422232039	1.4391523543861349	0.00117282701775401	0.155	0.00380490096668992	Sivilstatus_cat2	Married/cohabiting	Missing	374	negative	ko_hum
Sivilstatus_cat2	1	0.08454482530004981	1.6479353679973825	0.00113743125844704	0.1	0.00288604410120933	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	ko_hum
kjonn	1	0.05757167364245674	1.1221786413715764	2.1467910750420135e-4	0.283	0.00196528159497495	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	ko_hum
age_invitation	2	0.2184810443074099	2.1293002787183704	0.00395372700775583	0.01	0.00745812563822381	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	ko_hum
senter	1	0.04781310158604057	0.9319659822780612	-1.195819918546428e-4	0.43	0.00163216044628616	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.04874110603844883	0.9500545093210252	-8.77853693538164e-5	0.391	0.00166383904714983	Sivilstatus_cat2	Married/cohabiting	Not married/non-cohabiting	569	positive	ko_hum
Sivilstatus_cat2	1	0.03019855858573095	0.5858449477040535	-9.442964406325732e-4	0.691	0.0013356659265756	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	ko_hum
kjonn	1	0.04313731322637082	0.8368537504680007	-3.717697092614008e-4	0.558	0.00190794005206948	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	ko_hum
age_invitation	2	0.15480305613429124	1.5015714751410931	0.00227985405639599	0.098	0.00684685551535039	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	ko_hum
senter	1	0.04402845874524175	0.8541417643451373	-3.3236153376258967e-4	0.526	0.00194735493678317	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.0616164816848439	1.195345280732094	4.447799432100762e-4	0.228	0.00272526368661856	Sivilstatus_cat2	Married/cohabiting	Missing	439	positive	ko_hum
Arbeid_lump	1	0.04139016851467403	0.7694623744430161	-2.5968186035638585e-4	0.617	8.613112035083999e-4	Arbeid_lump	Employed	Retired	888	all	ko_hum
kjonn	1	0.07496890111472254	1.3937065426700737	4.431667398931127e-4	0.147	0.00156006986108141	Arbeid_lump	Employed	Retired	888	all	ko_hum
age_invitation	2	0.1459738445684522	1.3568606396032885	8.030946998086774e-4	0.156	0.00303765150657521	Arbeid_lump	Employed	Retired	888	all	ko_hum
senter	1	0.2474793636985524	4.60075582320046	0.0040385293526091	0.002	0.00514993671782522	Arbeid_lump	Employed	Retired	888	all	ko_hum
Total_Reads_QC_ATLAS	1	0.0978545923492149	1.8191621266892368	9.216296875612096e-4	0.068	0.00203631103060731	Arbeid_lump	Employed	Retired	888	all	ko_hum
Arbeid_lump	1	0.13083786064412095	2.510749794876685	0.00335341564116849	0.021	0.00555264315657137	Arbeid_lump	Employed	Other	449	all	ko_hum
kjonn	1	0.07309063834174978	1.4025932885214916	8.958410443862795e-4	0.16	0.00310190208552593	Arbeid_lump	Employed	Other	449	all	ko_hum
age_invitation	2	0.08375385855021023	0.8036090705695903	-8.755584907625002e-4	0.701	0.00355443972582387	Arbeid_lump	Employed	Other	449	all	ko_hum
senter	1	0.09864891511066888	1.893051003429478	0.00198502955633042	0.056	0.00418657276032936	Arbeid_lump	Employed	Other	449	all	ko_hum
Total_Reads_QC_ATLAS	1	0.06209646217912379	1.191617463869075	4.265829023055801e-4	0.244	0.00263531896706916	Arbeid_lump	Employed	Other	449	all	ko_hum
Arbeid_lump	1	0.04927221575506735	0.8596952012278551	-3.7730574349075527e-4	0.52	0.00228910631988463	Arbeid_lump	Employed	Retired	372	negative	ko_hum
kjonn	1	0.06710533839304844	1.1708452016863482	4.5905047074217735e-4	0.276	0.0031176039449317	Arbeid_lump	Employed	Retired	372	negative	ko_hum
age_invitation	2	0.11776127567582506	1.0273416979280614	1.4697677061073646e-4	0.393	0.0054709956971944	Arbeid_lump	Employed	Retired	372	negative	ko_hum
senter	1	0.2561050440036077	4.468487441982083	0.00923775911425333	0.002	0.01189822024033287	Arbeid_lump	Employed	Retired	372	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.089569037106358	1.5627888902279874	0.00151058803243446	0.129	0.00416123053863391	Arbeid_lump	Employed	Retired	372	negative	ko_hum
Arbeid_lump	1	0.1254062309665116	2.319200403532198	0.00570294381629746	0.025	0.00990375223253345	Arbeid_lump	Employed	Other	230	negative	ko_hum
kjonn	1	0.0886500447250782	1.6394497938021215	0.00277250832142466	0.089	0.00700099246738892	Arbeid_lump	Employed	Other	230	negative	ko_hum
age_invitation	2	0.11337857232592086	1.0483834362281306	4.205485968861938e-4	0.332	0.00895388753924153	Arbeid_lump	Employed	Other	230	negative	ko_hum
senter	1	0.10562747601333557	1.9534219560400652	0.00412820017112169	0.037	0.00834175736980164	Arbeid_lump	Employed	Other	230	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.06060026755531034	1.120711179063867	5.245559100064577e-4	0.289	0.00478580713627617	Arbeid_lump	Employed	Other	230	negative	ko_hum
Arbeid_lump	1	0.02942355929498319	0.5753010769576964	-8.237379140450925e-4	0.876	0.00111349431883412	Arbeid_lump	Employed	Retired	516	positive	ko_hum
kjonn	1	0.04510615646083593	0.8819334237977714	-2.28863560735004e-4	0.479	0.00170698073812394	Arbeid_lump	Employed	Retired	516	positive	ko_hum
age_invitation	2	0.12983595793089364	1.2693020187773978	0.00104271787886668	0.181	0.00491346407438499	Arbeid_lump	Employed	Retired	516	positive	ko_hum
senter	1	0.05935051105597466	1.1604446826497166	3.108426542610459e-4	0.275	0.0022460388363687	Arbeid_lump	Employed	Retired	516	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.05244923022458536	1.025508108359647	4.943187489539854e-5	0.375	0.00198486931158789	Arbeid_lump	Employed	Retired	516	positive	ko_hum
Arbeid_lump	1	0.04374990730756245	0.8779140581746865	-5.577810002011657e-4	0.472	0.00404913807621359	Arbeid_lump	Employed	Other	219	positive	ko_hum
kjonn	1	0.05859565523279997	1.1758184792300157	8.021800965542048e-4	0.257	0.00542314060315283	Arbeid_lump	Employed	Other	219	positive	ko_hum
age_invitation	2	0.05626891185075422	0.5645642675845209	-0.0039924583694036404	0.958	0.00520779602754978	Arbeid_lump	Employed	Other	219	positive	ko_hum
senter	1	0.04012717360434692	0.8052179305070881	-8.902076071822702e-4	0.574	0.00371384710349108	Arbeid_lump	Employed	Other	219	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.03084605099319759	0.6189768955560835	-0.00174286381655673	0.821	0.00285486135317577	Arbeid_lump	Employed	Other	219	positive	ko_hum
Nasj_cat2	1	0.15421360640554838	2.8780559665681573	0.00189534519940112	0.012	0.00288184818165575	Nasj_cat2	Native	Non-native	989	all	ko_hum
kjonn	1	0.10798074857747508	2.015221905261902	0.00102546090484157	0.054	0.00201787722364443	Nasj_cat2	Native	Non-native	989	all	ko_hum
age_invitation	2	0.22181066356576903	2.0698027839550472	0.00215873279191999	0.016	0.00414506003956515	Nasj_cat2	Native	Non-native	989	all	ko_hum
senter	1	0.2986148029644866	5.572985000541395	0.00460256575971507	0.001	0.00558032813703613	Nasj_cat2	Native	Non-native	989	all	ko_hum
Total_Reads_QC_ATLAS	1	0.09718714507419436	1.813783162679779	8.221578407198543e-4	0.074	0.00181617305917763	Nasj_cat2	Native	Non-native	989	all	ko_hum
Nasj_cat2	1	0.04979269274927134	0.9329401272375544	-7.09678644004258e-5	0.42	9.800976412288414e-4	Nasj_cat2	Native	Missing	945	all	ko_hum
kjonn	1	0.10522657547853242	1.971576335709436	0.00102706715509667	0.048	0.00207123400496566	Nasj_cat2	Native	Missing	945	all	ko_hum
age_invitation	2	0.20144287432741947	1.8871658714307196	0.0018740809540064	0.016	0.00396511365562873	Nasj_cat2	Native	Missing	945	all	ko_hum
senter	1	0.2606225384639629	4.883150734986152	0.00409233816827534	0.001	0.00512998034643027	Nasj_cat2	Native	Missing	945	all	ko_hum
Total_Reads_QC_ATLAS	1	0.11560845982299384	2.166096374022269	0.00123244362537516	0.037	0.0022755864871412	Nasj_cat2	Native	Missing	945	all	ko_hum
Nasj_cat2	1	0.19522614795748083	3.4896639203658415	0.00567781666301258	0.006	0.00787313814032183	Nasj_cat2	Native	Non-native	436	negative	ko_hum
kjonn	1	0.07958406335556134	1.4225637161498363	9.68244429324861e-4	0.155	0.00320948976928502	Nasj_cat2	Native	Non-native	436	negative	ko_hum
age_invitation	2	0.10093219829844102	0.9020806241641148	-4.4937329444217613e-4	0.557	0.00407042370258236	Nasj_cat2	Native	Non-native	436	negative	ko_hum
senter	1	0.32061088053340114	5.730913783730481	0.01073424539956816	0.001	0.01292969091558086	Nasj_cat2	Native	Non-native	436	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.08715036079833638	1.557811148284588	0.00127774863727067	0.092	0.00351462566220191	Nasj_cat2	Native	Non-native	436	negative	ko_hum
Nasj_cat2	1	0.03612164617661406	0.647881479375176	-8.637810635663499e-4	0.752	0.00157153614518831	Nasj_cat2	Native	Missing	408	negative	ko_hum
kjonn	1	0.08292635480341559	1.4873754414883589	0.00119312240913592	0.139	0.00360785782921077	Nasj_cat2	Native	Missing	408	negative	ko_hum
age_invitation	2	0.1070762998821877	0.9602656428571792	-1.948142056865001e-4	0.453	0.00465854393055944	Nasj_cat2	Native	Missing	408	negative	ko_hum
senter	1	0.2574670069585494	4.617954135949621	0.00878959262975851	0.002	0.01120155780416151	Nasj_cat2	Native	Missing	408	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.12204088751649422	2.188937634842237	0.00290559574194363	0.025	0.00530960479999392	Nasj_cat2	Native	Missing	408	negative	ko_hum
Nasj_cat2	1	0.03180694191572897	0.617070848755063	-6.929376080561584e-4	0.832	0.00111404026095144	Nasj_cat2	Native	Non-native	553	positive	ko_hum
kjonn	1	0.05801033378594411	1.1254299769119014	2.2676588367513125e-4	0.273	0.0020318158080081	Nasj_cat2	Native	Non-native	553	positive	ko_hum
age_invitation	2	0.2047803736001157	1.9864216949966127	0.0035548467163588	0.015	0.00717244623666232	Nasj_cat2	Native	Non-native	553	positive	ko_hum
senter	1	0.05637856006987007	1.0937727369728405	1.6954220350160146e-4	0.279	0.00197466282482332	Nasj_cat2	Native	Non-native	553	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.05001537836676917	0.970323775902696	-5.366693802781806e-5	0.408	0.00175179196148206	Nasj_cat2	Native	Non-native	553	positive	ko_hum
Nasj_cat2	1	0.03449784405843204	0.6715160584677657	-6.120763478277234e-4	0.713	0.00124926197111816	Nasj_cat2	Native	Missing	537	positive	ko_hum
kjonn	1	0.06117302639681554	1.1907604863931671	3.551075342778517e-4	0.22	0.00221524381078157	Nasj_cat2	Native	Missing	537	positive	ko_hum
age_invitation	2	0.18757439054969183	1.825609959829289	0.00306547141934415	0.03	0.00679258542859931	Nasj_cat2	Native	Missing	537	positive	ko_hum
senter	1	0.05623367368047027	1.0946137630836126	1.7615846567649123e-4	0.292	0.00203637624154977	Nasj_cat2	Native	Missing	537	positive	ko_hum
Total_Reads_QC_ATLAS	1	0.04704223829871878	0.9156983372743784	-1.5701098512613392e-4	0.468	0.001703529044984	Nasj_cat2	Native	Missing	537	positive	ko_hum
wcrf_index_main	1	0.09147924568590328	1.736202703147573	0.00109109708386503	0.079	0.00255329881265726	wcrf_index_main	low	mid	674	all	ko_hum
kjonn	1	0.05818322683475685	1.104270973715734	1.546807789321953e-4	0.293	0.00162396577365575	wcrf_index_main	low	mid	674	all	ko_hum
age_invitation	2	0.17192512426911577	1.6315004745443529	0.00187038375760784	0.061	0.00479864271257246	wcrf_index_main	low	mid	674	all	ko_hum
senter	1	0.26336925284798696	4.998537157713956	0.0058975601547409	0.001	0.00735096136336878	wcrf_index_main	low	mid	674	all	ko_hum
Total_Reads_QC_ATLAS	1	0.06934041934866997	1.316025537900765	4.6866087402960935e-4	0.19	0.00193537680666947	wcrf_index_main	low	mid	674	all	ko_hum
wcrf_index_main	1	0.4141137884476649	7.700737400375572	0.0107780753621019	0.001	0.01232859981875757	wcrf_index_main	low	high	615	all	ko_hum
kjonn	1	0.153208606816726	2.849021890808404	0.00299752747461713	0.009	0.0045611801754133	wcrf_index_main	low	high	615	all	ko_hum
age_invitation	2	0.1663603809034342	1.5467941938930454	0.00177503614450497	0.073	0.00495272222048631	wcrf_index_main	low	high	615	all	ko_hum
senter	1	0.06814911815065727	1.2672808237383857	4.3441416774274384e-4	0.196	0.00202887039533305	wcrf_index_main	low	high	615	all	ko_hum
Total_Reads_QC_ATLAS	1	0.07870829496546605	1.4636361494564347	7.53312011018385e-4	0.126	0.00234322811293832	wcrf_index_main	low	high	615	all	ko_hum
wcrf_index_main	1	0.05810283380165693	1.0523879880817348	1.8909054876649735e-4	0.349	0.00373218200143574	wcrf_index_main	low	mid	277	negative	ko_hum
kjonn	1	0.0544787965682243	0.9867475880653642	-4.784493139124739e-5	0.377	0.00349939530842655	wcrf_index_main	low	mid	277	negative	ko_hum
age_invitation	2	0.09346296846953096	0.846424338643801	-0.00111008045267781	0.618	0.00600350767595077	wcrf_index_main	low	mid	277	negative	ko_hum
senter	1	0.3113284798072833	5.638939291934993	0.01647122838765723	0.001	0.01999789808596148	wcrf_index_main	low	mid	277	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.11645085102343168	2.109216862594063	0.00398842179740521	0.03	0.00748011313398508	wcrf_index_main	low	mid	277	negative	ko_hum
wcrf_index_main	1	0.15225660849488243	2.690479413661256	0.00619926085170308	0.02	0.00981810300416597	wcrf_index_main	low	high	271	negative	ko_hum
kjonn	1	0.11405937846522109	2.0155079817503605	0.00373327237584737	0.056	0.00735499586804687	wcrf_index_main	low	high	271	negative	ko_hum
age_invitation	2	0.14245474427959337	1.2586368521255575	0.00190512263619202	0.195	0.00918604037351969	wcrf_index_main	low	high	271	negative	ko_hum
senter	1	0.07947375642363141	1.4043561570025134	0.00148986612716194	0.154	0.00512477937351032	wcrf_index_main	low	high	271	negative	ko_hum
Total_Reads_QC_ATLAS	1	0.04723517212192973	0.834678109877047	-6.104162556904261e-4	0.546	0.00304590907348499	wcrf_index_main	low	high	271	negative	ko_hum
